title,authors,arxiv_url,abstract,abstract_ja,figure1_or_table1
Computationally Tractable Riemannian Manifolds for Graph Embeddings,"['Calin C Cruceru', 'Gary Becigneul', 'Octavian Ganea']",https://arxiv.org/abs/2002.08665,"Representing graphs as sets of node embeddings in certain curved Riemannian manifolds has recently gained momentum in machine learning due to their desirable geometric inductive biases, e.g., hierarchical structures benefit from hyperbolic geometry. However, going beyond embedding spaces of constant sectional curvature, while potentially more representationally powerful, proves to be challenging as one can easily lose the appeal of computationally tractable tools such as geodesic distances or Riemannian gradients. Here, we explore computationally efficient matrix manifolds, showcasing how to learn and optimize graph embeddings in these Riemannian spaces. Empirically, we demonstrate consistent improvements over Euclidean geometry while often outperforming hyperbolic and elliptical embeddings based on various metrics that capture different graph properties. Our results serve as new evidence for the benefits of non-Euclidean embeddings in machine learning pipelines.",グラフを特定の湾曲したリーマン多様体のノード埋め込みのセットとして表すことは、その望ましい幾何学的誘導バイアスのために、最近機械学習で勢いを増しています。たとえば、階層構造は双曲幾何学の恩恵を受けています。ただし、一定の断面曲率の埋め込みスペースを超えると、表現力が向上する可能性がありますが、測地線距離やリーマン勾配などの計算上扱いやすいツールの魅力を簡単に失う可能性があるため、困難であることがわかります。ここでは、計算効率の高い行列多様体を探索し、これらのリーマン空間でのグラフ埋め込みを学習して最適化する方法を紹介します。経験的に、さまざまなグラフプロパティをキャプチャするさまざまなメトリックに基づいて、双曲線および楕円の埋め込みを上回ることが多い一方で、ユークリッド幾何学に対する一貫した改善を示しています。私たちの結果は、機械学習パイプラインへの非ユークリッド埋め込みの利点の新しい証拠として役立ちます。,https://d3i71xaburhd42.cloudfront.net/4fd4dd869b3d5e83ff3f666f50f85d7a05cc0493/1-Figure1-1.png
Characterizing the Evasion Attackability of Multi-Label Classifiers,"['Zhuo Yang', 'Yufei Han', 'Xiangliang Zhang']",https://arxiv.org/abs/2012.09427,"Evasion attack in multi-label learning systems is an interesting, widely witnessed, yet rarely explored research topic. Characterizing the crucial factors determining the attackability of the multi-label adversarial threat is the key to interpret the origin of the adversarial vulnerability and to understand how to mitigate it. Our study is inspired by the theory of adversarial risk bound. We associate the attackability of a targeted multi-label classifier with the regularity of the classifier and the training data distribution. Beyond the theoretical attackability analysis, we further propose an efficient empirical attackability estimator via greedy label space exploration. It provides provably computational efficiency and approximation accuracy. Substantial experimental results on real-world datasets validate the unveiled attackability factors and the effectiveness of the proposed empirical attackability indicator",マルチラベル学習システムでの回避攻撃は、興味深い、広く目撃されているが、めったに調査されていない研究トピックです。マルチラベルの敵対的脅威の攻撃可能性を決定する重要な要因を特徴づけることは、敵対的脆弱性の原因を解釈し、それを軽減する方法を理解するための鍵です。私たちの研究は、敵対的リスク限界の理論に触発されています。ターゲットとなるマルチラベル分類器の攻撃性を、分類器の規則性とトレーニングデータの分布に関連付けます。理論的な攻撃可能性分析を超えて、貪欲なラベル空間探索を介した効率的な経験的攻撃可能性推定量をさらに提案します。それは確かに計算効率と近似精度を提供します。実世界のデータセットでの実質的な実験結果は、明らかにされた攻撃可能性要因と提案された経験的攻撃可能性指標の有効性を検証します,https://d3i71xaburhd42.cloudfront.net/af6b7679f847bdae78e0c2e0a400ddee80dfbd47/6-Figure1-1.png
A Simple and Effective Self-Supervised Contrastive Learning Framework for Aspect Detection,"['Tian Shi', 'Liuqing Li', 'Ping Wang', 'Chandan K Reddy']",https://arxiv.org/abs/2009.09107,"Unsupervised aspect detection (UAD) aims at automatically extracting interpretable aspects and identifying aspect-specific segments (such as sentences) from online reviews. However, recent deep learning-based topic models, specifically aspect-based autoencoder, suffer from several problems, such as extracting noisy aspects and poorly mapping aspects discovered by models to the aspects of interest. To tackle these challenges, in this paper, we first propose a self-supervised contrastive learning framework and an attention-based model equipped with a novel smooth self-attention (SSA) module for the UAD task in order to learn better representations for aspects and review segments. Secondly, we introduce a high-resolution selective mapping (HRSMap) method to efficiently assign aspects discovered by the model to aspects of interest. We also propose using a knowledge distilling technique to further improve the aspect detection performance. Our methods outperform several recent unsupervised and weakly supervised approaches on publicly available benchmark user review datasets. Aspect interpretation results show that extracted aspects are meaningful, have good coverage, and can be easily mapped to aspects of interest. Ablation studies and attention weight visualization also demonstrate the effectiveness of SSA and the knowledge distilling method.",教師なしアスペクト検出（UAD）は、解釈可能なアスペクトを自動的に抽出し、オンラインレビューからアスペクト固有のセグメント（文など）を識別することを目的としています。ただし、最近の深層学習ベースのトピックモデル、特にアスペクトベースのオートエンコーダには、ノイズの多いアスペクトの抽出や、モデルによって発見されたアスペクトの関心のあるアスペクトへのマッピングが不十分であるなど、いくつかの問題があります。これらの課題に取り組むために、この論文では、まず、自己監視型の対照的な学習フレームワークと、UADタスク用の新しいスムーズな自己注意（SSA）モジュールを備えた注意ベースのモデルを提案し、セグメントを確認します。次に、高解像度の選択的マッピング（HRSMap）メソッドを導入して、モデルによって検出されたアスペクトを対象のアスペクトに効率的に割り当てます。また、知識蒸留技術を使用して、アスペクト検出パフォーマンスをさらに向上させることを提案します。私たちの方法は、公開されているベンチマークユーザーレビューデータセットに対する最近のいくつかの教師なしおよび弱教師ありアプローチよりも優れています。アスペクト解釈の結果は、抽出されたアスペクトが意味があり、カバレッジが良好で、関心のあるアスペクトに簡単にマッピングできることを示しています。アブレーション研究と注意の重みの視覚化も、SSAと知識蒸留法の有効性を示しています。,https://d3i71xaburhd42.cloudfront.net/eef25ed5ebd5fc0b176335d95de683fcb21073bd/3-Figure1-1.png
The Value-Improvement Path: Towards Better Representations for Reinforcement Learning,"['Will Dabney', 'Andre Barreto', 'Mark Rowland', 'Robert Dadashi', 'John Quan', 'Marc G. Bellemare', 'David Silver']",https://arxiv.org/abs/2006.02243,"In value-based reinforcement learning (RL), unlike in supervised learning, the agent faces not a single, stationary, approximation problem, but a sequence of value prediction problems. Each time the policy improves, the nature of the problem changes, shifting both the distribution of states and their values. In this paper we take a novel perspective, arguing that the value prediction problems faced by an RL agent should not be addressed in isolation, but rather as a single, holistic, prediction problem. An RL algorithm generates a sequence of policies that, at least approximately, improve towards the optimal policy. We explicitly characterize the associated sequence of value functions and call it the value-improvement path. Our main idea is to approximate the value-improvement path holistically, rather than to solely track the value function of the current policy. Specifically, we discuss the impact that this holistic view of RL has on representation learning. We demonstrate that a representation that spans the past value-improvement path will also provide an accurate value approximation for future policy improvements. We use this insight to better understand existing approaches to auxiliary tasks and to propose new ones. To test our hypothesis empirically, we augmented a standard deep RL agent with an auxiliary task of learning the value-improvement path. In a study of Atari 2600 games, the augmented agent achieved approximately double the mean and median performance of the baseline agent.",値ベースの強化学習（RL）では、教師あり学習とは異なり、エージェントは単一の定常的な近似問題ではなく、一連の値予測問題に直面します。ポリシーが改善されるたびに、問題の性質が変化し、状態の分布とその値の両方が変化します。このホワイトペーパーでは、RLエージェントが直面する価値予測の問題は、単独で対処するのではなく、単一の全体的な予測問題として対処する必要があると主張し、新しい視点を取り入れています。 RLアルゴリズムは、最適なポリシーに向けて少なくともおおよそ改善される一連のポリシーを生成します。関連する一連の値関数を明示的に特徴付け、それを値改善パスと呼びます。私たちの主なアイデアは、現在のポリシーの価値関数を単に追跡するのではなく、価値改善パスを全体的に概算することです。具体的には、RLのこの全体的なビューが表現学習に与える影響について説明します。過去の価値改善パスにまたがる表現が、将来のポリシー改善のための正確な価値近似も提供することを示します。この洞察を使用して、補助タスクへの既存のアプローチをよりよく理解し、新しいアプローチを提案します。仮説を経験的にテストするために、標準のディープRLエージェントに、価値向上パスを学習するという補助タスクを追加しました。 Atari 2600ゲームの研究では、拡張エージェントはベースラインエージェントの平均および中央値のパフォーマンスの約2倍を達成しました。,https://d3i71xaburhd42.cloudfront.net/c035d3bd325fd374f4f4a2c3a9b6aa8483d64c66/2-Figure1-1.png
CNN Profiler on Polar Coordinate Images for Tropical Cyclone Structure Analysis,"['Boyo Chen', 'Buo-Fu Chen', 'Chun Min Hsiao']",https://arxiv.org/abs/2010.15158,"Convolutional neural networks (CNN) have achieved great success in analyzing tropical cyclones (TC) with satellite images in several tasks, such as TC intensity estimation. In contrast, TC structure, which is conventionally described by a few parameters estimated subjectively by meteorology specialists, is still hard to be profiled objectively and routinely. This study applies CNN on satellite images to create the entire TC structure profiles, covering all the structural parameters. By utilizing the meteorological domain knowledge to construct TC wind profiles based on historical structure parameters, we provide valuable labels for training in our newly released benchmark dataset. With such a dataset, we hope to attract more attention to this crucial issue among data scientists. Meanwhile, a baseline is established with a specialized convolutional model operating on polar-coordinates. We discovered that it is more feasible and physically reasonable to extract structural information on polar-coordinates, instead of Cartesian coordinates, according to a TC's rotational and spiral natures. Experimental results on the released benchmark dataset verified the robustness of the proposed model and demonstrated the potential for applying deep learning techniques for this barely developed yet important topic.",畳み込みニューラルネットワーク（CNN）は、TC強度推定などのいくつかのタスクで、衛星画像を使用して熱帯低気圧（TC）を分析することに大きな成功を収めています。対照的に、気象学の専門家によって主観的に推定されたいくつかのパラメータによって従来から記述されているTC構造は、依然として客観的かつ日常的にプロファイルすることは困難です。この調査では、衛星画像にCNNを適用して、すべての構造パラメータをカバーするTC構造プロファイル全体を作成します。気象領域の知識を利用して、過去の構造パラメータに基づいてTC風プロファイルを構築することにより、新しくリリースされたベンチマークデータセットでトレーニングするための貴重なラベルを提供します。このようなデータセットを使用して、データサイエンティストの間でこの重大な問題にさらに注目を集めることを望んでいます。一方、ベースラインは、極座標で動作する特殊な畳み込みモデルを使用して確立されます。 TCの回転およびスパイラルの性質に従って、デカルト座標ではなく極座標で構造情報を抽出する方が実行可能で物理的に合理的であることがわかりました。リリースされたベンチマークデータセットの実験結果は、提案されたモデルの堅牢性を検証し、このほとんど開発されていないが重要なトピックにディープラーニング手法を適用する可能性を示しました。,https://d3i71xaburhd42.cloudfront.net/7928cdd65449f24e3b5b480ad233c027d7de2b56/2-Figure1-1.png
NeuralAC: Learning Cooperation and Competition Effects for Match Outcome Prediction,"['Yin Gu', 'Qi Liu', 'Kai Zhang', 'Zhenya Huang', 'Runze Wu', 'Jianrong Tao']",,,,
On the PTAS for Maximin Shares in an Indivisible Mixed Manna,"['Rucha Kulkarni', 'Ruta Mehta', 'Setareh Taki']",,,,
Efficient Bayesian Network Structure Learning via Parameterized Local Search on Topological Orderings,"['Niels Grüttemeier', 'Christian Komusiewicz', 'Nils Morawietz']",,,,
Classification by Attention: Scene Graph Classification with Prior Knowledge,"['Sahand Sharifzadeh', 'Sina Moayed Baharlou', 'Volker Tresp']",https://arxiv.org/abs/2011.10084,"A main challenge in scene graph classification is that the appearance of objects and relations can be significantly different from one image to another. Previous works have addressed this by relational reasoning over all objects in an image, or incorporating prior knowledge into classification. Unlike previous works, we do not consider separate models for the perception and prior knowledge. Instead, we take a multi-task learning approach, where the classification is implemented as an attention layer. This allows for the prior knowledge to emerge and propagate within the perception model. By enforcing the model to also represent the prior, we achieve a strong inductive bias. We show that our model can accurately generate commonsense knowledge and that the iterative injection of this knowledge to scene representations leads to a significantly higher classification performance. Additionally, our model can be fine-tuned on external knowledge given as triples. When combined with self-supervised learning, this leads to accurate predictions with 1% of annotated images only.",シーングラフ分類の主な課題は、オブジェクトの外観と関係が画像ごとに大幅に異なる可能性があることです。以前の作品は、画像内のすべてのオブジェクトに対する関係推論、または事前知識を分類に組み込むことによってこれに対処しました。以前の作品とは異なり、知覚と事前知識の別々のモデルは考慮していません。代わりに、分類が注意層として実装されるマルチタスク学習アプローチを採用しています。これにより、事前の知識が出現し、知覚モデル内で伝播することができます。モデルに事前の表現も適用することにより、強い誘導バイアスを実現します。モデルが常識的な知識を正確に生成できること、およびこの知識をシーン表現に繰り返し注入すると、分類パフォーマンスが大幅に向上することを示します。さらに、私たちのモデルは、トリプルとして与えられた外部の知識に基づいて微調整することができます。自己教師あり学習と組み合わせると、1で正確な予測が可能になります。,https://d3i71xaburhd42.cloudfront.net/a5661066faa0f28a61f238e860fb14a9057acf6b/1-Figure1-1.png
Plug-and-Play Domain Adaptation for Cross-Subject EEG-Based Emotion Recognition,"['Liming Zhao', 'Xu Yan', 'Bao-Liang Lu']",,,,
Gene Regulatory Network Inference as Relaxed Graph Matching,"['Deborah Weighill', 'Marouen Ben Guebila', 'Camila Lopes-Ramos', 'Kimberly Glass', 'John Quackenbush', 'John H Platig', 'Rebekka Burkholz']",,"Gene regulatory network inference is instrumental to the discovery of genetic mechanisms driving diverse diseases, including cancer. Here, we present a theoretical framework for PANDA, an established method for gene regulatory network inference. PANDA is based on iterative message passing updates that resemble the gradient descent of an optimization problem, OTTER, which can be interpreted as relaxed inexact graph matching between a gene-gene co-expression and a protein-protein interaction matrix. The solutions of OTTER can be derived explicitly and inspire an alternative spectral algorithm, for which we can provide network recovery guarantees. We compare different solution approaches of OTTER to other inference methods using three biological data sets, which we make publicly available to offer a new application venue for relaxed graph matching in gene regulatory network inference. We find that using modern gradient descent methods with superior convergence properties solving OTTER outperforms state-of-the-art gene regulatory network inference methods in predicting binding of transcription factors to regulatory regions.",遺伝子調節ネットワークの推論は、癌を含む多様な疾患を引き起こす遺伝的メカニズムの発見に役立ちます。ここでは、遺伝子調節ネットワーク推論のための確立された方法であるパンダの理論的枠組みを提示します。 PANDAは、最適化問題OTTERの最急降下法に似た反復メッセージパッシング更新に基づいています。これは、遺伝子-遺伝子共発現とタンパク質間相互作用行列の間の緩和された不正確なグラフマッチングとして解釈できます。 OTTERのソリューションは明示的に導き出すことができ、ネットワーク回復の保証を提供できる代替のスペクトルアルゴリズムを刺激します。 OTTERのさまざまなソリューションアプローチを、3つの生物学的データセットを使用して他の推論方法と比較します。これらのデータセットは、遺伝子調節ネットワーク推論におけるリラックスしたグラフマッチングの新しいアプリケーション会場を提供するために公開されています。 OTTERを解く優れた収束特性を備えた最新の勾配降下法を使用すると、転写因子の調節領域への結合を予測する際に、最先端の遺伝子調節ネットワーク推論法よりも優れていることがわかります。,
Power in Liquid Democracy,"['Yuzhe Zhang', 'Grossi Davide']",,,,
Norm-Based Generalisation Bounds for Deep Multi-Class Convolutional Neural Networks,"['Antoine Ledent', 'Waleed Mustafa', 'Yunwen Lei', 'Marius Kloft']",https://arxiv.org/abs/1905.12430,"We show generalisation error bounds for deep learning with two main improvements over the state of the art. (1) Our bounds have no explicit dependence on the number of classes except for logarithmic factors. This holds even when formulating the bounds in terms of the $L^2$-norm of the weight matrices, where previous bounds exhibit at least a square-root dependence on the number of classes. (2) We adapt the classic Rademacher analysis of DNNs to incorporate weight sharing---a task of fundamental theoretical importance which was previously attempted only under very restrictive assumptions. In our results, each convolutional filter contributes only once to the bound, regardless of how many times it is applied. Further improvements exploiting pooling and sparse connections are provided. The presented bounds scale as the norms of the parameter matrices, rather than the number of parameters. In particular, contrary to bounds based on parameter counting, they are asymptotically tight (up to log factors) when the weights approach initialisation, making them suitable as a basic ingredient in bounds sensitive to the optimisation procedure. We also show how to adapt the recent technique of loss function augmentation to our situation to replace spectral norms by empirical analogues whilst maintaining the advantages of our approach.",最先端技術に対する2つの主な改善点を使用して、ディープラーニングの汎化誤差範囲を示します。 （1）私たちの境界は、対数因子を除いて、クラスの数に明示的に依存していません。これは、重み行列のL2ノルムの観点から境界を定式化する場合にも当てはまります。この場合、前の境界は、クラスの数に対して少なくとも平方根の依存性を示します。 （2）DNNの古典的なRademacher分析を適応させて、以前は非常に制限された仮定の下でのみ試みられた基本的な理論的重要性のタスクを組み込むようにします。私たちの結果では、各畳み込みフィルターは、適用回数に関係なく、境界に1回だけ寄与します。プーリングとスパース接続を活用するさらなる改善が提供されます。提示された境界は、パラメーターの数ではなく、パラメーター行列の基準としてスケーリングされます。特に、パラメーターカウントに基づく境界とは異なり、重みが初期化に近づくと、それらは漸近的にタイトになり（対数係数まで）、最適化手順に敏感な境界の基本的な要素として適しています。また、損失関数拡張の最近の手法を状況に適合させて、アプローチの利点を維持しながら、スペクトルノルムを経験的な類似物に置き換える方法も示します。,https://d3i71xaburhd42.cloudfront.net/5a94c7dde367b0864198baa76a168044aba950c3/7-Figure1-1.png
FixMyPose: Pose Correctional Captioning and Retrieval,"['Hyounghun Kim', 'Abhaysinh S Zala', 'Graham H Burri', 'Mohit Bansal']",,,,
Adaptive Verifiable Training Using Pairwise Class Similarity,"['Shiqi Wang', 'Kevin Eykholt', 'Taesung Lee', 'Jiyong Jang', 'Ian Molloy']",https://arxiv.org/abs/2012.07887,"Verifiable training has shown success in creating neural networks that are provably robust to a given amount of noise. However, despite only enforcing a single robustness criterion, its performance scales poorly with dataset complexity. On CIFAR10, a non-robust LeNet model has a 21.63% error rate, while a model created using verifiable training and a L-infinity robustness criterion of 8/255, has an error rate of 57.10%. Upon examination, we find that when labeling visually similar classes, the model's error rate is as high as 61.65%. We attribute the loss in performance to inter-class similarity. Similar classes (i.e., close in the feature space) increase the difficulty of learning a robust model. While it's desirable to train a robust model for a large robustness region, pairwise class similarities limit the potential gains. Also, consideration must be made regarding the relative cost of mistaking similar classes. In security or safety critical tasks, similar classes are likely to belong to the same group, and thus are equally sensitive. 
In this work, we propose a new approach that utilizes inter-class similarity to improve the performance of verifiable training and create robust models with respect to multiple adversarial criteria. First, we use agglomerate clustering to group similar classes and assign robustness criteria based on the similarity between clusters. Next, we propose two methods to apply our approach: (1) Inter-Group Robustness Prioritization, which uses a custom loss term to create a single model with multiple robustness guarantees and (2) neural decision trees, which trains multiple sub-classifiers with different robustness guarantees and combines them in a decision tree architecture. On Fashion-MNIST and CIFAR10, our approach improves clean performance by 9.63% and 30.89% respectively. On CIFAR100, our approach improves clean performance by 26.32%.",検証可能なトレーニングは、特定の量のノイズに対して確実に堅牢なニューラルネットワークの作成に成功したことを示しています。ただし、単一の堅牢性基準を適用するだけであるにもかかわらず、そのパフォーマンスはデータセットの複雑さに応じてスケーリングが不十分です。 CIFAR10では、ロバストでないLeNetモデルの21.63があります。この作業では、クラス間の類似性を利用して検証可能なトレーニングのパフォーマンスを向上させ、複数の敵対的基準に関してロバストなモデルを作成する新しいアプローチを提案します。まず、凝集クラスタリングを使用して類似のクラスをグループ化し、クラスター間の類似性に基づいて堅牢性基準を割り当てます。次に、このアプローチを適用する2つの方法を提案します。（1）カスタム損失項を使用して複数のロバスト性保証を備えた単一モデルを作成するグループ間ロバストネス優先順位付けと（2）複数のサブ分類子をトレーニングするニューラル決定木さまざまな堅牢性が保証され、決定木アーキテクチャでそれらを組み合わせます。 Fashion-MNISTとCIFAR10では、私たちのアプローチによりクリーンパフォーマンスが9.63向上します,https://d3i71xaburhd42.cloudfront.net/f77eded7672b3c18a4126ae72483eeb7505624ac/1-Figure1-1.png
Fair Representations by Compression,"['Xavier Gitiaux', 'Huzefa Rangwala']",,,,
Differentially Private k-Means via Exponential Mechanism and Max Cover,"['Huy Nguyen', 'Anamay Chaturvedi', 'Eric Z Xu']",,,,
Proportional Representation under Single-Crossing Preferences Revisited,"['Andrei Costin Constantinescu', 'Edith Elkind']",https://arxiv.org/abs/2010.08637,"We study the complexity of determining a winning committee under the Chamberlin--Courant voting rule when voters' preferences are single-crossing on a line, or, more generally, on a median graph (this class of graphs includes, e.g., trees and grids). For the line, Skowron et al. (2015) describe an $O(n^2mk)$ algorithm (where $n$, $m$, $k$ are the number of voters, the number of candidates and the committee size, respectively); we show that a simple tweak improves the time complexity to $O(nmk)$. We then improve this bound for $k=\Omega(\log n)$ by reducing our problem to the $k$-link path problem for DAGs with concave Monge weights, obtaining a $nm2^{O\left(\sqrt{\log k\log\log n}\right)}$ algorithm for the general case and a nearly linear algorithm for the Borda misrepresentation function. For trees, we point out an issue with the algorithm proposed by Clearwater, Puppe and Slinko (2015), and develop a $O(nmk)$ algorithm for this case as well. For grids, we formulate a conjecture about the structure of optimal solutions, and describe a polynomial-time algorithm that finds a winning committee if this conjecture is true; we also explain how to convert this algorithm into a bicriterial approximation algorithm whose correctness does not depend on the conjecture.",投票者の選好が線上、またはより一般的には中央値グラフ（このクラスのグラフには、たとえば、ツリーやグリッドが含まれます）で単一交差している場合に、ChamberlinCourant投票ルールの下で勝者委員会を決定することの複雑さを研究します。ラインについては、Skowron etal。 （2015）O（n2mk）アルゴリズムについて説明します（ここで、n、m、kはそれぞれ有権者の数、候補者の数、委員会の規模です）。単純な調整により、時間計算量がO（nmk）に向上することを示します。次に、問題を凹型モンジ重みを持つDAGのkリンクパス問題に減らし、$ nm2 ^ {O \ left（\ sqrt {\ log k \ log \ log）を取得することにより、k =（log n）のこの境界を改善します。 n} \ right）} $アルゴリズムは一般的な場合で、ほぼ線形のアルゴリズムはBordaの不表現関数です。樹木については、Clearwater、Puppe and Slinko（2015）によって提案されたアルゴリズムの問​​題を指摘し、この場合にもO（nmk）アルゴリズムを開発します。グリッドについては、最適解の構造についての推測を定式化し、この推測が真である場合に勝者委員会を見つける多項式時間アルゴリズムについて説明します。また、このアルゴリズムを、正確さが推測に依存しない二値近似アルゴリズムに変換する方法についても説明します。,https://d3i71xaburhd42.cloudfront.net/33d740382f3fe21e006a556afa4d9bc628cf86be/11-Figure1-1.png
CloudLSTM: A Recurrent Neural Model for Spatiotemporal Point-Cloud Stream Forecasting,"['Chaoyun Zhang', 'Marco Fiore', 'Iain Murray', 'Paul Patras']",,,,
We Can Explain Your Research in Layman's Terms: Towards Automating Science Journalism at Scale,"['Rumen R Dangovski', 'Michelle Shen', 'Dawson A Byrd', 'Li Jing', 'Desislava M Tsvetkova', 'Preslav Nakov', 'Marin Soljacic']",,,,
Learning Continuous High-Dimensional Models Using Mutual Information and Copula Bayesian Networks,"['Marvin Lasserre', 'Régis Lebrun', 'Pierre-Henri Wuillemin']",,,,
Unsupervised Learning of Discourse Structures Using a Tree Autoencoder,"['Patrick Huber', 'Giuseppe Carenini']",https://arxiv.org/abs/2012.09446,"Discourse information, as postulated by popular discourse theories, such as RST and PDTB, has been shown to improve an increasing number of downstream NLP tasks, showing positive effects and synergies of discourse with important real-world applications. While methods for incorporating discourse become more and more sophisticated, the growing need for robust and general discourse structures has not been sufficiently met by current discourse parsers, usually trained on small scale datasets in a strictly limited number of domains. This makes the prediction for arbitrary tasks noisy and unreliable. The overall resulting lack of high-quality, high-quantity discourse trees poses a severe limitation to further progress. In order the alleviate this shortcoming, we propose a new strategy to generate tree structures in a task-agnostic, unsupervised fashion by extending a latent tree induction framework with an auto-encoding objective. The proposed approach can be applied to any tree-structured objective, such as syntactic parsing, discourse parsing and others. However, due to the especially difficult annotation process to generate discourse trees, we initially develop a method to generate larger and more diverse discourse treebanks. In this paper we are inferring general tree structures of natural text in multiple domains, showing promising results on a diverse set of tasks.",RSTやPDTBなどの一般的な談話理論によって仮定されている談話情報は、ますます多くのダウンストリームNLPタスクを改善し、重要な実世界のアプリケーションとの談話のプラスの効果と相乗効果を示しています。談話を組み込む方法はますます洗練されていますが、堅牢で一般的な談話構造の必要性の高まりは、通常、厳密に限られた数のドメインの小規模データセットでトレーニングされている現在の談話パーサーでは十分に満たされていません。これにより、任意のタスクの予測にノイズが多く、信頼性が低くなります。結果として生じる高品質で大量の談話ツリーの全体的な欠如は、さらなる進歩に深刻な制限をもたらします。この欠点を軽減するために、自動エンコードの目的で潜在的なツリー帰納フレームワークを拡張することにより、タスクに依存しない、監視されていない方法でツリー構造を生成する新しい戦略を提案します。提案されたアプローチは、構文解析、談話構文解析など、ツリー構造の目的に適用できます。ただし、談話ツリーを生成するための注釈プロセスが特に難しいため、最初に、より大きく、より多様な談話ツリーバンクを生成する方法を開発します。この論文では、複数のドメインにおける自然なテキストの一般的なツリー構造を推測し、さまざまなタスクのセットで有望な結果を示しています。,https://d3i71xaburhd42.cloudfront.net/2f9b4b450983297628b2970f391481875894acf5/3-Figure1-1.png
Robustness to Spurious Correlations in Text Classification via Automatically Generated Counterfactuals,"['Zhao Wang', 'Aron Culotta']",https://arxiv.org/abs/2012.10040,"Spurious correlations threaten the validity of statistical classifiers. While model accuracy may appear high when the test data is from the same distribution as the training data, it can quickly degrade when the test distribution changes. For example, it has been shown that classifiers perform poorly when humans make minor modifications to change the label of an example. One solution to increase model reliability and generalizability is to identify causal associations between features and classes. In this paper, we propose to train a robust text classifier by augmenting the training data with automatically generated counterfactual data. We first identify likely causal features using a statistical matching approach. Next, we generate counterfactual samples for the original training data by substituting causal features with their antonyms and then assigning opposite labels to the counterfactual samples. Finally, we combine the original data and counterfactual data to train a robust classifier. Experiments on two classification tasks show that a traditional classifier trained on the original data does very poorly on human-generated counterfactual samples (e.g., 10%-37% drop in accuracy). However, the classifier trained on the combined data is more robust and performs well on both the original test data and the counterfactual test data (e.g., 12%-25% increase in accuracy compared with the traditional classifier). Detailed analysis shows that the robust classifier makes meaningful and trustworthy predictions by emphasizing causal features and de-emphasizing non-causal features.",疑似相関は、統計的分類子の有効性を脅かします。テストデータがトレーニングデータと同じ分布からのものである場合、モデルの精度は高く見える場合がありますが、テスト分布が変更されるとすぐに低下する可能性があります。たとえば、人間が例のラベルを変更するために小さな変更を加えると、分類器のパフォーマンスが低下することが示されています。モデルの信頼性と一般化可能性を高めるための1つの解決策は、機能とクラスの間の因果関係を特定することです。この論文では、自動生成された反事実データでトレーニングデータを補強することにより、堅牢なテキスト分類器をトレーニングすることを提案します。まず、統計的マッチングアプローチを使用して、考えられる原因となる特徴を特定します。次に、因果的特徴をそれらの反事実に置き換え、次に反対のラベルを反事実サンプルに割り当てることによって、元のトレーニングデータの反事実サンプルを生成します。最後に、元のデータと反事実データを組み合わせて、堅牢な分類器をトレーニングします。 2つの分類タスクでの実験は、元のデータでトレーニングされた従来の分類器が、人間が生成した反事実サンプル（たとえば、10,https://d3i71xaburhd42.cloudfront.net/a5b1169e536b806c2344261ebbbe3d97bc6e1cdb/4-Figure1-1.png
