title,authors,arxiv_url,abstract
Short Text Topic Modeling with Topic Distribution Quantization and Negative Sampling Decoder,"['Xiaobao Wu', 'Chunping Li', 'Yan Zhu', 'Yishu Miao']",,
Simultaneous Machine Translation with Visual Context,"['Ozan Caglayan', 'Julia Ive', 'Veneta Haralampieva', 'Pranava Madhyastha', 'Loïc Barrault', 'Lucia Specia']",http://arxiv.org/abs/2009.07310v2,"Simultaneous machine translation (SiMT) aims to translate a continuous input text stream into another language with the lowest latency and highest quality possible. The translation thus has to start with an incomplete source text, which is read progressively, creating the need for anticipation. In this paper, we seek to understand whether the addition of visual information can compensate for the missing source context. To this end, we analyse the impact of different multimodal approaches and visual features on state-of-the-art SiMT frameworks. Our results show that visual context is helpful and that visually-grounded models based on explicit object region information are much better than commonly used global features, reaching up to 3 BLEU points improvement under low latency scenarios. Our qualitative analysis illustrates cases where only the multimodal systems are able to translate correctly from English into gender-marked languages, as well as deal with differences in word order, such as adjective-noun placement between English and French."
SLM: Learning a Discourse Language Representation with Sentence Unshuffling,"['Haejun Lee', 'Drew A. Hudson', 'Kangwook Lee', 'Christopher D. Manning']",,
Slot Attention with Value Normalization for Multi-domain Dialogue State Tracking,"['Yexiang Wang', 'Yi Guo', 'Siqi Zhu']",,
SLURP: A Spoken Language Understanding Resource Package,"['Emanuele Bastianelli', 'Andrea Vanzo', 'Pawel Swietojanski', 'Verena Rieser']",,
Social Chemistry 101: Learning to Reason about Social and Moral Norms,"['Maxwell Forbes', 'Jena D. Hwang', 'Vered Shwartz', 'Maarten Sap', 'Yejin Choi']",,
Social Media Attributions in the Context of Water Crisis,"['Rupak Sarkar', 'Sayantan Mahinder', 'Hirak Sarkar', 'Ashiqur KhudaBukhsh']",http://arxiv.org/abs/2001.01697v1,"Attribution of natural disasters/collective misfortune is a widely-studied political science problem. However, such studies are typically survey-centric or rely on a handful of experts to weigh in on the matter. In this paper, we explore how can we use social media data and an AI-driven approach to complement traditional surveys and automatically extract attribution factors. We focus on the most-recent Chennai water crisis which started off as a regional issue but rapidly escalated into a discussion topic with global importance following alarming water-crisis statistics. Specifically, we present a novel prediction task of attribution tie detection which identifies the factors held responsible for the crisis (e.g., poor city planning, exploding population etc.). On a challenging data set constructed from YouTube comments (72,098 comments posted by 43,859 users on 623 relevant videos to the crisis), we present a neural classifier to extract attribution ties that achieved a reasonable performance (Accuracy: 81.34\% on attribution detection and 71.19\% on attribution resolution)."
Solving Historical Dictionary Codes with a Neural Language Model,"['Christopher Chu', 'Raphael Valenti', 'Kevin Knight']",,
Span-based discontinuous constituency parsing: a family of exact chart-based algorithms with time complexities from O(n^6) down to O(n^3),['Caio Corro'],http://arxiv.org/abs/2003.13785v1,"We introduce a novel chart-based algorithm for span-based parsing of discontinuous constituency trees of block degree two, including ill-nested structures. In particular, we show that we can build variants of our parser with smaller search spaces and time complexities ranging from $\mathcal O(n^6)$ down to $\mathcal O(n^3)$. The cubic time variant covers 98\% of constituents observed in linguistic treebanks while having the same complexity as continuous constituency parsers. We evaluate our approach on German and English treebanks (Negra, Tiger and Discontinuous PTB) and report state-of-the-art results in the fully supervised setting. We also experiment with pre-trained word embeddings and \bert{}-based neural networks."
Sparse Parallel Training for Hierarchical Dirichlet Process Topic Models,"['Alexander Terenin', 'Måns Magnusson', 'Leif Jonsson']",http://arxiv.org/abs/1906.02416v2,"To scale non-parametric extensions of probabilistic topic models such as Latent Dirichlet allocation to larger data sets, practitioners rely increasingly on parallel and distributed systems. In this work, we study data-parallel training for the hierarchical Dirichlet process (HDP) topic model. Based upon a representation of certain conditional distributions within an HDP, we propose a doubly sparse data-parallel sampler for the HDP topic model. This sampler utilizes all available sources of sparsity found in natural language - an important way to make computation efficient. We benchmark our method on a well-known corpus (PubMed) with 8m documents and 768m tokens, using a single multi-core machine in under four days."
Sparse Text Generation,"['Pedro Henrique Martins', 'Zita Marinho', 'André F. T. Martins']",http://arxiv.org/abs/2004.02644v3,"Current state-of-the-art text generators build on powerful language models such as GPT-2, achieving impressive performance. However, to avoid degenerate text, they require sampling from a modified softmax, via temperature parameters or ad-hoc truncation techniques, as in top-$k$ or nucleus sampling. This creates a mismatch between training and testing conditions. In this paper, we use the recently introduced entmax transformation to train and sample from a natively sparse language model, avoiding this mismatch. The result is a text generator with favorable performance in terms of fluency and consistency, fewer repetitions, and n-gram diversity closer to human text. In order to evaluate our model, we propose three new metrics for comparing sparse or truncated distributions: $\epsilon$-perplexity, sparsemax score, and Jensen-Shannon divergence. Human-evaluated experiments in story completion and dialogue generation show that entmax sampling leads to more engaging and coherent stories and conversations."
Sparsity Makes Sense: Word Sense Disambiguation Using Sparse Contextualized Word Representations,['Gábor Berend'],,
Speakers Fill Semantic Gaps with Context,"['Tiago Pimentel', 'Rowan Hall Maudslay', 'Damian Blasi', 'Ryan Cotterell']",http://arxiv.org/abs/2010.02172v1,"Lexical ambiguity is widespread in language, allowing for the reuse of economical word forms and therefore making language more efficient. If ambiguous words cannot be disambiguated from context, however, this gain in efficiency might make language less clear---resulting in frequent miscommunication. For a language to be clear and efficiently encoded, we posit that the lexical ambiguity of a word type should correlate with how much information context provides about it, on average. To investigate whether this is the case, we operationalise the lexical ambiguity of a word as the entropy of meanings it can take, and provide two ways to estimate this---one which requires human annotation (using WordNet), and one which does not (using BERT), making it readily applicable to a large number of languages. We validate these measures by showing that, on six high-resource languages, there are significant Pearson correlations between our BERT-based estimate of ambiguity and the number of synonyms a word has in WordNet (e.g. $\rho = 0.40$ in English). We then test our main hypothesis---that a word's lexical ambiguity should negatively correlate with its contextual uncertainty---and find significant correlations on all 18 typologically diverse languages we analyse. This suggests that, in the presence of ambiguity, speakers compensate by making contexts more informative."
Spot The Bot: A Robust and Efficient Framework for the Evaluation of Conversational Dialogue Systems,"['Jan Deriu', 'Don Tuggener', 'Pius von Däniken', 'Jon Ander Campos', 'Alvaro Rodrigo', 'Thiziri Belkacem', 'Aitor Soroa', 'Eneko Agirre', 'Mark Cieliebak']",http://arxiv.org/abs/2010.02140v1,"The lack of time-efficient and reliable evaluation methods hamper the development of conversational dialogue systems (chatbots). Evaluations requiring humans to converse with chatbots are time and cost-intensive, put high cognitive demands on the human judges, and yield low-quality results. In this work, we introduce \emph{Spot The Bot}, a cost-efficient and robust evaluation framework that replaces human-bot conversations with conversations between bots. Human judges then only annotate for each entity in a conversation whether they think it is human or not (assuming there are humans participants in these conversations). These annotations then allow us to rank chatbots regarding their ability to mimic the conversational behavior of humans. Since we expect that all bots are eventually recognized as such, we incorporate a metric that measures which chatbot can uphold human-like behavior the longest, i.e., \emph{Survival Analysis}. This metric has the ability to correlate a bot's performance to certain of its characteristics (e.g., \ fluency or sensibleness), yielding interpretable results. The comparably low cost of our framework allows for frequent evaluations of chatbots during their evaluation cycle. We empirically validate our claims by applying \emph{Spot The Bot} to three domains, evaluating several state-of-the-art chatbots, and drawing comparisons to related work. The framework is released as a ready-to-use tool."
SRLGRN: Semantic Role Labeling Graph Reasoning Network,"['Chen Zheng', 'Parisa Kordjamshidi']",http://arxiv.org/abs/2010.03604v1,"This work deals with the challenge of learning and reasoning over multi-hop question answering (QA). We propose a graph reasoning network based on the semantic structure of the sentences to learn cross paragraph reasoning paths and find the supporting facts and the answer jointly. The proposed graph is a heterogeneous document-level graph that contains nodes of type sentence (question, title, and other sentences), and semantic role labeling sub-graphs per sentence that contain arguments as nodes and predicates as edges. Incorporating the argument types, the argument phrases, and the semantics of the edges originated from SRL predicates into the graph encoder helps in finding and also the explainability of the reasoning paths. Our proposed approach shows competitive performance on the HotpotQA distractor setting benchmark compared to the recent state-of-the-art models."
SSMBA: Self-Supervised Manifold Based Data Augmentation for Improving Out-of-Domain Robustness,"['Nathan Ng', 'Kyunghyun Cho', 'Marzyeh Ghassemi']",http://arxiv.org/abs/2009.10195v2,"Models that perform well on a training domain often fail to generalize to out-of-domain (OOD) examples. Data augmentation is a common method used to prevent overfitting and improve OOD generalization. However, in natural language, it is difficult to generate new examples that stay on the underlying data manifold. We introduce SSMBA, a data augmentation method for generating synthetic training examples by using a pair of corruption and reconstruction functions to move randomly on a data manifold. We investigate the use of SSMBA in the natural language domain, leveraging the manifold assumption to reconstruct corrupted text with masked language models. In experiments on robustness benchmarks across 3 tasks and 9 datasets, SSMBA consistently outperforms existing data augmentation methods and baseline models on both in-domain and OOD data, achieving gains of 0.8% accuracy on OOD Amazon reviews, 1.8% accuracy on OOD MNLI, and 1.4 BLEU on in-domain IWSLT14 German-English."
Stepwise Extractive Summarization and Planning with Structured Transformers,"['Shashi Narayan', 'Joshua Maynez', 'Jakub Adamek', 'Daniele Pighin', 'Blaz Bratanic', 'Ryan McDonald']",http://arxiv.org/abs/2010.02744v1,"We propose encoder-centric stepwise models for extractive summarization using structured transformers -- HiBERT and Extended Transformers. We enable stepwise summarization by injecting the previously generated summary into the structured transformer as an auxiliary sub-structure. Our models are not only efficient in modeling the structure of long inputs, but they also do not rely on task-specific redundancy-aware modeling, making them a general purpose extractive content planner for different tasks. When evaluated on CNN/DailyMail extractive summarization, stepwise models achieve state-of-the-art performance in terms of Rouge without any redundancy aware modeling or sentence filtering. This also holds true for Rotowire table-to-text generation, where our models surpass previously reported metrics for content selection, planning and ordering, highlighting the strength of stepwise modeling. Amongst the two structured transformers we test, stepwise Extended Transformers provides the best performance across both datasets and sets a new standard for these challenges."
STL-CQA: Structure-based Transformers with Localization and Encoding for Chart Question Answering,"['Hrituraj Singh', 'Sumit Shekhar']",,
Structural Supervision Improves Few-Shot Learning and Syntactic Generalization in Neural Language Models,"['Ethan Wilcox', 'Peng Qian', 'Richard Futrell', 'Ryosuke Kohita', 'Roger Levy', 'Miguel Ballesteros']",,
Structured Attention for Unsupervised Dialogue Structure Induction,"['Liang Qiu', 'Yizhou Zhao', 'Weiyan Shi', 'Yuan Liang', 'Feng Shi', 'Tao Yuan', 'Zhou Yu', 'Song-Chun Zhu']",http://arxiv.org/abs/2009.08552v1,"Inducing a meaningful structural representation from one or a set of dialogues is a crucial but challenging task in computational linguistics. Advancement made in this area is critical for dialogue system design and discourse analysis. It can also be extended to solve grammatical inference. In this work, we propose to incorporate structured attention layers into a Variational Recurrent Neural Network (VRNN) model with discrete latent states to learn dialogue structure in an unsupervised fashion. Compared to a vanilla VRNN, structured attention enables a model to focus on different parts of the source sentence embeddings while enforcing a structural inductive bias. Experiments show that on two-party dialogue datasets, VRNN with structured attention learns semantic structures that are similar to templates used to generate this dialogue corpus. While on multi-party dialogue datasets, our model learns an interactive structure demonstrating its capability of distinguishing speakers or addresses, automatically disentangling dialogues without explicit human annotation."
Structured Pruning of Large Language Models,"['Ziheng Wang', 'Jeremy Wohlwend', 'Tao Lei']",http://arxiv.org/abs/1910.04732v1,"Large language models have recently achieved state of the art performance across a wide variety of natural language tasks. Meanwhile, the size of these models and their latency have significantly increased, which makes their usage costly, and raises an interesting question: do language models need to be large? We study this question through the lens of model compression. We present a novel, structured pruning approach based on low rank factorization and augmented Lagrangian L0 norm regularization. Our structured approach achieves significant inference speedups while matching or outperforming our unstructured pruning baseline at various sparsity levels. We apply our method to state of the art models on the enwiki8 dataset and obtain a 1.19 perplexity score with just 5M parameters, vastly outperforming a model of the same size trained from scratch. We also demonstrate that our method can be applied to language model fine-tuning by pruning the BERT model on several downstream classification benchmarks."
Sub-Instruction Aware Vision-and-Language Navigation,"['Yicong Hong', 'Cristian Rodriguez', 'Qi Wu', 'Stephen Gould']",http://arxiv.org/abs/2004.02707v2,"Vision-and-language navigation requires an agent to navigate through a real 3D environment following natural language instructions. Despite significant advances, few previous works are able to fully utilize the strong correspondence between the visual and textual sequences. Meanwhile, due to the lack of intermediate supervision, the agent's performance at following each part of the instruction cannot be assessed during navigation. In this work, we focus on the granularity of the visual and language sequences as well as the traceability of agents through the completion of an instruction. We provide agents with fine-grained annotations during training and find that they are able to follow the instruction better and have a higher chance of reaching the target at test time. We enrich the benchmark dataset Room-to-Room (R2R) with sub-instructions and their corresponding paths. To make use of this data, we propose effective sub-instruction attention and shifting modules that select and attend to a single sub-instruction at each time-step. We implement our sub-instruction modules in four state-of-the-art agents, compare with their baseline models, and show that our proposed method improves the performance of all four agents. We release the Fine-Grained R2R dataset (FGR2R) and the code at https://github.com/YicongHong/Fine-Grained-R2R."
SubjQA: A Dataset for Subjectivity and Review Comprehension,"['Johannes Bjerva', 'Nikita Bhutani', 'Behzad Golshan', 'Wang-Chiew Tan', 'Isabelle Augenstein']",http://arxiv.org/abs/2004.14283v3,"Subjectivity is the expression of internal opinions or beliefs which cannot be objectively observed or verified, and has been shown to be important for sentiment analysis and word-sense disambiguation. Furthermore, subjectivity is an important aspect of user-generated data. In spite of this, subjectivity has not been investigated in contexts where such data is widespread, such as in question answering (QA). We therefore investigate the relationship between subjectivity and QA, while developing a new dataset. We compare and contrast with analyses from previous work, and verify that findings regarding subjectivity still hold when using recently developed NLP architectures. We find that subjectivity is also an important feature in the case of QA, albeit with more intricate interactions between subjectivity and QA performance. For instance, a subjective question may or may not be associated with a subjective answer. We release an English QA dataset (SubjQA) based on customer reviews, containing subjectivity annotations for questions and answer spans across 6 distinct domains."
Substance over Style: Document-Level Targeted Content Transfer,"['Allison Hegel', 'Sudha Rao', 'Asli Celikyilmaz', 'Bill Dolan']",,
Surprisal Predicts Code-Switching in Chinese-English Bilingual Text,"['Jesús Calvillo', 'Le Fang', 'Jeremy Cole', 'David Reitter']",,
SynSetExpan: An Iterative Framework for Joint Entity Set Expansion and Synonym Discovery,"['Jiaming Shen', 'Wenda Qiu', 'Jingbo Shang', 'Michelle Vanni', 'Xiang Ren', 'Jiawei Han']",http://arxiv.org/abs/2009.13827v1,"Entity set expansion and synonym discovery are two critical NLP tasks. Previous studies accomplish them separately, without exploring their interdependencies. In this work, we hypothesize that these two tasks are tightly coupled because two synonymous entities tend to have similar likelihoods of belonging to various semantic classes. This motivates us to design SynSetExpan, a novel framework that enables two tasks to mutually enhance each other. SynSetExpan uses a synonym discovery model to include popular entities' infrequent synonyms into the set, which boosts the set expansion recall. Meanwhile, the set expansion model, being able to determine whether an entity belongs to a semantic class, can generate pseudo training data to fine-tune the synonym discovery model towards better accuracy. To facilitate the research on studying the interplays of these two tasks, we create the first large-scale Synonym-Enhanced Set Expansion (SE2) dataset via crowdsourcing. Extensive experiments on the SE2 dataset and previous benchmarks demonstrate the effectiveness of SynSetExpan for both entity set expansion and synonym discovery tasks."
Systematic Comparison of Neural Architectures and Training Approaches for Open Information Extraction,"['Patrick Hohenecker', 'Frank Mtumbuka', 'Vid Kocijan', 'Thomas Lukasiewicz']",,
T3: Tree-Autoencoder Regularized Adversarial Text Generation for Targeted Attack,"['Boxin Wang', 'Hengzhi Pei', 'Boyuan Pan', 'Qian Chen', 'Shuohang Wang', 'Bo Li']",http://arxiv.org/abs/1912.10375v2,"Adversarial attacks against natural language processing systems, which perform seemingly innocuous modifications to inputs, can induce arbitrary mistakes to the target models. Though raised great concerns, such adversarial attacks can be leveraged to estimate the robustness of NLP models. Compared with the adversarial example generation in continuous data domain (e.g., image), generating adversarial text that preserves the original meaning is challenging since the text space is discrete and non-differentiable. To handle these challenges, we propose a target-controllable adversarial attack framework T3, which is applicable to a range of NLP tasks. In particular, we propose a tree-based autoencoder to embed the discrete text data into a continuous representation space, upon which we optimize the adversarial perturbation. A novel tree-based decoder is then applied to regularize the syntactic correctness of the generated text and manipulate it on either sentence (T3(Sent)) or word (T3(Word)) level. We consider two most representative NLP tasks: sentiment analysis and question answering (QA). Extensive experimental results and human studies show that T3 generated adversarial texts can successfully manipulate the NLP models to output the targeted incorrect answer without misleading the human. Moreover, we show that the generated adversarial texts have high transferability which enables the black-box attacks in practice. Our work sheds light on an effective and general way to examine the robustness of NLP models. Our code is publicly available at https://github.com/AI-secure/T3/."
Tackling the Low-resource Challenge for Canonical Segmentation,"['Manuel Mager', 'Özlem Çetinoğlu', 'Katharina Kann']",http://arxiv.org/abs/2010.02804v1,"Canonical morphological segmentation consists of dividing words into their standardized morphemes. Here, we are interested in approaches for the task when training data is limited. We compare model performance in a simulated low-resource setting for the high-resource languages German, English, and Indonesian to experiments on new datasets for the truly low-resource languages Popoluca and Tepehua. We explore two new models for the task, borrowing from the closely related area of morphological generation: an LSTM pointer-generator and a sequence-to-sequence model with hard monotonic attention trained with imitation learning. We find that, in the low-resource setting, the novel approaches outperform existing ones on all languages by up to 11.4% accuracy. However, while accuracy in emulated low-resource scenarios is over 50% for all languages, for the truly low-resource languages Popoluca and Tepehua, our best model only obtains 37.4% and 28.4% accuracy, respectively. Thus, we conclude that canonical segmentation is still a challenging task for low-resource languages."
Targeted Finetuning for NMT with Conditional Generative-Discriminative Loss,"['Prathyusha Jwalapuram', 'Shafiq Joty', 'Youlin Shen']",,
Task-Completion Dialogue Policy Learning via Monte Carlo Tree Search with Dueling Network,"['Sihan Wang', 'kaijie zhou', 'Kunfeng Lai', 'Jianping Shen']",,
"Tasty Burgers, Soggy Fries: Probing Aspect Robustness in Aspect-Based Sentiment Analysis","['Xiaoyu Xing', 'Zhijing Jin', 'Di Jin', 'Bingning Wang', 'Qi Zhang', 'Xuanjing Huang']",http://arxiv.org/abs/2009.07964v3,"Aspect-based sentiment analysis (ABSA) aims to predict the sentiment towards a specific aspect in the text. However, existing ABSA test sets cannot be used to probe whether a model can distinguish the sentiment of the target aspect from the non-target aspects. To solve this problem, we develop a simple but effective approach to enrich ABSA test sets. Specifically, we generate new examples to disentangle the confounding sentiments of the non-target aspects from the target aspect's sentiment. Based on the SemEval 2014 dataset, we construct the Aspect Robustness Test Set (ARTS) as a comprehensive probe of the aspect robustness of ABSA models. Over 92% data of ARTS show high fluency and desired sentiment on all aspects by human evaluation. Using ARTS, we analyze the robustness of nine ABSA models, and observe, surprisingly, that their accuracy drops by up to 69.73%. We explore several ways to improve aspect robustness, and find that adversarial training can improve models' performance on ARTS by up to 32.85%. Our code and new test set are available at https://github.com/zhijing-jin/ARTS_TestSet"
TeaForN: Teacher-Forcing with N-grams,"['Sebastian Goodman', 'Nan Ding', 'Radu Soricut']",http://arxiv.org/abs/2010.03494v1,"Sequence generation models trained with teacher-forcing suffer from issues related to exposure bias and lack of differentiability across timesteps. Our proposed method, Teacher-Forcing with N-grams (TeaForN), addresses both these problems directly, through the use of a stack of N decoders trained to decode along a secondary time axis that allows model parameter updates based on N prediction steps. TeaForN can be used with a wide class of decoder architectures and requires minimal modifications from a standard teacher-forcing setup. Empirically, we show that TeaForN boosts generation quality on one Machine Translation benchmark, WMT 2014 English-French, and two News Summarization benchmarks, CNN/Dailymail and Gigaword."
TED-CDB: A Large-Scale Chinese Discourse Relation Dataset on TED Talks,"['Wanqiu Long', 'Bonnie Webber', 'Deyi Xiong']",,
Tell Me How to Ask Again: Question Data Augmentation with Controllable Rewriting in Continuous Space,"['Dayiheng Liu', 'Yeyun Gong', 'Jie Fu', 'Yu Yan', 'Jiusheng Chen', 'Jiancheng Lv', 'Nan Duan', 'Ming Zhou']",http://arxiv.org/abs/2010.01475v1,"In this paper, we propose a novel data augmentation method, referred to as Controllable Rewriting based Question Data Augmentation (CRQDA), for machine reading comprehension (MRC), question generation, and question-answering natural language inference tasks. We treat the question data augmentation task as a constrained question rewriting problem to generate context-relevant, high-quality, and diverse question data samples. CRQDA utilizes a Transformer autoencoder to map the original discrete question into a continuous embedding space. It then uses a pre-trained MRC model to revise the question representation iteratively with gradient-based optimization. Finally, the revised question representations are mapped back into the discrete space, which serve as additional question data. Comprehensive experiments on SQuAD 2.0, SQuAD 1.1 question generation, and QNLI tasks demonstrate the effectiveness of CRQDA"
TeMP: Temporal Message Passing for Temporal Knowledge Graph Completion,"['Jiapeng Wu', 'Meng Cao', 'Jackie Chi Kit Cheung', 'William L. Hamilton']",http://arxiv.org/abs/2010.03526v1,"Inferring missing facts in temporal knowledge graphs (TKGs) is a fundamental and challenging task. Previous works have approached this problem by augmenting methods for static knowledge graphs to leverage time-dependent representations. However, these methods do not explicitly leverage multi-hop structural information and temporal facts from recent time steps to enhance their predictions. Additionally, prior work does not explicitly address the temporal sparsity and variability of entity distributions in TKGs. We propose the Temporal Message Passing (TeMP) framework to address these challenges by combining graph neural networks, temporal dynamics models, data imputation and frequency-based gating techniques. Experiments on standard TKG tasks show that our approach provides substantial gains compared to the previous state of the art, achieving a 10.7% average relative improvement in Hits@10 across three standard benchmarks. Our analysis also reveals important sources of variability both within and across TKG datasets, and we introduce several simple but strong baselines that outperform the prior state of the art in certain settings."
Template Guided Text Generation for Task Oriented Dialogue,"['Mihir Kale', 'Abhinav Rastogi']",,
Temporal Knowledge Base Completion: New Algorithms and Evaluation Protocols,"['Prachi Jain', 'Sushant Rathi', 'Mausam -', 'Soumen Chakrabarti']",http://arxiv.org/abs/2005.05035v1,"Temporal knowledge bases associate relational (s,r,o) triples with a set of times (or a single time instant) when the relation is valid. While time-agnostic KB completion (KBC) has witnessed significant research, temporal KB completion (TKBC) is in its early days. In this paper, we consider predicting missing entities (link prediction) and missing time intervals (time prediction) as joint TKBC tasks where entities, relations, and time are all embedded in a uniform, compatible space. We present TIMEPLEX, a novel time-aware KBC method, that also automatically exploits the recurrent nature of some relations and temporal interactions between pairs of relations. TIMEPLEX achieves state-of-the-art performance on both prediction tasks. We also find that existing TKBC models heavily overestimate link prediction performance due to imperfect evaluation mechanisms. In response, we propose improved TKBC evaluation protocols for both link and time prediction tasks, dealing with subtle issues that arise from the partial overlap of time intervals in gold instances and system predictions."
TernaryBERT: Distillation-aware Ultra-low Bit BERT,"['Wei Zhang', 'Lu Hou', 'Yichun Yin', 'Lifeng Shang', 'Xiao Chen', 'Xin Jiang', 'Qun Liu']",http://arxiv.org/abs/2009.12812v2,"Transformer-based pre-training models like BERT have achieved remarkable performance in many natural language processing tasks.However, these models are both computation and memory expensive, hindering their deployment to resource-constrained devices. In this work, we propose TernaryBERT, which ternarizes the weights in a fine-tuned BERT model. Specifically, we use both approximation-based and loss-aware ternarization methods and empirically investigate the ternarization granularity of different parts of BERT. Moreover, to reduce the accuracy degradation caused by the lower capacity of low bits, we leverage the knowledge distillation technique in the training process. Experiments on the GLUE benchmark and SQuAD show that our proposed TernaryBERT outperforms the other BERT quantization methods, and even achieves comparable performance as the full-precision model while being 14.9x smaller."
TESA: A Task in Entity Semantic Aggregation for Abstractive Summarization,"['Clément Jumel', 'Annie Louis', 'Jackie Chi Kit Cheung']",,
Text Segmentation by Cross Segment Attention,"['Michal Lukasik', 'Boris Dadachev', 'Kishore Papineni', 'Goncalo Simoes']",http://arxiv.org/abs/2004.14535v1,"Document and discourse segmentation are two fundamental NLP tasks pertaining to breaking up text into constituents, which are commonly used to help downstream tasks such as information retrieval or text summarization. In this work, we propose three transformer-based architectures and provide comprehensive comparisons with previously proposed approaches on three standard datasets. We establish a new state-of-the-art, reducing in particular the error rates by a large margin in all cases. We further analyze model sizes and find that we can build models with many fewer parameters while keeping good performance, thus facilitating real-world applications."
Textual Data Augmentation for Efficient Active Learning on Tiny Datasets,"['Husam Quteineh', 'Spyridon Samothrakis', 'Richard Sutcliffe']",,
"The Curse of Performance Instability in Analysis Datasets: Consequences, Source, and Suggestions","['Xiang Zhou', 'Yixin Nie', 'Hao Tan', 'Mohit Bansal']",http://arxiv.org/abs/2004.13606v1,"We find that the performance of state-of-the-art models on Natural Language Inference (NLI) and Reading Comprehension (RC) analysis/stress sets can be highly unstable. This raises three questions: (1) How will the instability affect the reliability of the conclusions drawn based on these analysis sets? (2) Where does this instability come from? (3) How should we handle this instability and what are some potential solutions? For the first question, we conduct a thorough empirical study over analysis sets and find that in addition to the unstable final performance, the instability exists all along the training curve. We also observe lower-than-expected correlations between the analysis validation set and standard validation set, questioning the effectiveness of the current model-selection routine. Next, to answer the second question, we give both theoretical explanations and empirical evidence regarding the source of the instability, demonstrating that the instability mainly comes from high inter-example correlations within analysis sets. Finally, for the third question, we discuss an initial attempt to mitigate the instability and suggest guidelines for future work such as reporting the decomposed variance for more interpretable results and fair comparison across models. Our code is publicly available at: https://github. com/owenzx/InstabilityAnalysis"
The Grammar of Emergent Languages,"['Oskar van der Wal', 'Silvan de Boer', 'Elia Bruni', 'Dieuwke Hupkes']",http://arxiv.org/abs/2010.02069v1,"In this paper, we consider the syntactic properties of languages emerged in referential games, using unsupervised grammar induction (UGI) techniques originally designed to analyse natural language. We show that the considered UGI techniques are appropriate to analyse emergent languages and we then study if the languages that emerge in a typical referential game setup exhibit syntactic structure, and to what extent this depends on the maximum message length and number of symbols that the agents are allowed to use. Our experiments demonstrate that a certain message length and vocabulary size are required for structure to emerge, but they also illustrate that more sophisticated game scenarios are required to obtain syntactic properties more akin to those observed in human language. We argue that UGI techniques should be part of the standard toolkit for analysing emergent languages and release a comprehensive library to facilitate such analysis for future researchers."
The Secret is in the Spectra: Predicting Cross-lingual Task Performance with Spectral Similarity Measures,"['Haim Dubossarsky', 'Ivan Vulić', 'Roi Reichart', 'Anna Korhonen']",,
The World is not Binary: Learning to Rank with Grayscale Data for Dialogue Response Selection,"['Zibo Lin', 'Deng Cai', 'Yan Wang', 'Xiaojiang Liu', 'Haitao Zheng', 'Shuming Shi']",http://arxiv.org/abs/2004.02421v3,"Response selection plays a vital role in building retrieval-based conversation systems. Despite that response selection is naturally a learning-to-rank problem, most prior works take a point-wise view and train binary classifiers for this task: each response candidate is labeled either relevant (one) or irrelevant (zero). On the one hand, this formalization can be sub-optimal due to its ignorance of the diversity of response quality. On the other hand, annotating grayscale data for learning-to-rank can be prohibitively expensive and challenging. In this work, we show that grayscale data can be automatically constructed without human effort. Our method employs off-the-shelf response retrieval models and response generation models as automatic grayscale data generators. With the constructed grayscale data, we propose multi-level ranking objectives for training, which can (1) teach a matching model to capture more fine-grained context-response relevance difference and (2) reduce the train-test discrepancy in terms of distractor strength. Our method is simple, effective, and universal. Experiments on three benchmark datasets and four state-of-the-art matching models show that the proposed approach brings significant and consistent performance improvements."
To Schedule or not to Schedule: Extracting Task Specific Temporal Entities and Associated Negation Constraints,"['Barun Patra', 'Chala Fufa', 'Pamela Bhattacharya', 'Charles Lee']",,
TOD-BERT: Pre-trained Natural Language Understanding for Task-Oriented Dialogue,"['Chien-Sheng Wu', 'Steven C.H. Hoi', 'Richard Socher', 'Caiming Xiong']",http://arxiv.org/abs/2004.06871v3,"The underlying difference of linguistic patterns between general text and task-oriented dialogue makes existing pre-trained language models less useful in practice. In this work, we unify nine human-human and multi-turn task-oriented dialogue datasets for language modeling. To better model dialogue behavior during pre-training, we incorporate user and system tokens into the masked language modeling. We propose a contrastive objective function to simulate the response selection task. Our pre-trained task-oriented dialogue BERT (TOD-BERT) outperforms strong baselines like BERT on four downstream task-oriented dialogue applications, including intention recognition, dialogue state tracking, dialogue act prediction, and response selection. We also show that TOD-BERT has a stronger few-shot ability that can mitigate the data scarcity problem for task-oriented dialogue."
Token-level Adaptive Training for Neural Machine Translation,"['Shuhao Gu', 'Jinchao Zhang', 'Fandong Meng', 'Yang Feng', 'Wanying Xie', 'Jie Zhou', 'Dong Yu']",,
Top-Rank-Focused Adaptive Vote Collection for the Evaluation of Domain-Specific Semantic Models,"['Pierangelo Lombardo', 'Alessio Boiardi', 'Luca Colombo', 'Angelo Schiavone', 'Nicolò Tamagnone']",,
